"","time","cell_types","density","host","genotype"
"69176",98.7600000000115,"M1",22858.0505257695,"1","M"
"69177",98.7600000000115,"F1",0,"1","F"
"69178",98.7600000000115,"A2",0,"2","A"
"69179",98.7600000000115,"M2",0,"2","M"
"69180",98.7600000000115,"F2",0,"2","F"
"69181",98.7600000000115,"C",999561231.875634,"C","C"
"69182",98.7700000000115,"A1",421442.051657645,"1","A"
"69183",98.7700000000115,"M1",22946.31390162,"1","M"
"69184",98.7700000000115,"F1",0,"1","F"
"69185",98.7700000000115,"A2",0,"2","A"
"69186",98.7700000000115,"M2",0,"2","M"
"69187",98.7700000000115,"F2",0,"2","F"
"69188",98.7700000000115,"C",999559937.000892,"C","C"
"69189",98.7800000000115,"A1",422652.127521375,"1","A"
"69190",98.7800000000115,"M1",23034.9180938283,"1","M"
"69191",98.7800000000115,"F1",0,"1","F"
"69192",98.7800000000115,"A2",0,"2","A"
"69193",98.7800000000115,"M2",0,"2","M"
"69194",98.7800000000115,"F2",0,"2","F"
"69195",98.7800000000115,"C",999558638.320836,"C","C"
"69196",98.7900000000115,"A1",423865.677829593,"1","A"
"69197",98.7900000000115,"M1",23123.8644184002,"1","M"
"69198",98.7900000000115,"F1",0,"1","F"
"69199",98.7900000000115,"A2",0,"2","A"
"69200",98.7900000000115,"M2",0,"2","M"
"69201",98.7900000000115,"F2",0,"2","F"
"69202",98.7900000000115,"C",999557335.824203,"C","C"
"69203",98.8000000000116,"A1",425082.71255825,"1","A"
"69204",98.8000000000116,"M1",23213.1541964228,"1","M"
"69205",98.8000000000116,"F1",0,"1","F"
"69206",98.8000000000116,"A2",0,"2","A"
"69207",98.8000000000116,"M2",0,"2","M"
"69208",98.8000000000116,"F2",0,"2","F"
"69209",98.8000000000116,"C",999556029.499696,"C","C"
"69210",98.8100000000116,"A1",426303.241711936,"1","A"
"69211",98.8100000000116,"M1",23302.7887540845,"1","M"
"69212",98.8100000000116,"F1",0,"1","F"
"69213",98.8100000000116,"A2",0,"2","A"
"69214",98.8100000000116,"M2",0,"2","M"
"69215",98.8100000000116,"F2",0,"2","F"
"69216",98.8100000000116,"C",999554719.335985,"C","C"
"69217",98.8200000000116,"A1",427527.275323967,"1","A"
"69218",98.8200000000116,"M1",23392.7694226943,"1","M"
"69219",98.8200000000116,"F1",0,"1","F"
"69220",98.8200000000116,"A2",0,"2","A"
"69221",98.8200000000116,"M2",0,"2","M"
"69222",98.8200000000116,"F2",0,"2","F"
"69223",98.8200000000116,"C",999553405.321704,"C","C"
"69224",98.8300000000116,"A1",428754.823456468,"1","A"
"69225",98.8300000000116,"M1",23483.0975387019,"1","M"
"69226",98.8300000000116,"F1",0,"1","F"
"69227",98.8300000000116,"A2",0,"2","A"
"69228",98.8300000000116,"M2",0,"2","M"
"69229",98.8300000000116,"F2",0,"2","F"
"69230",98.8300000000116,"C",999552087.445456,"C","C"
"69231",98.8400000000116,"A1",429985.896200451,"1","A"
"69232",98.8400000000116,"M1",23573.7744437175,"1","M"
"69233",98.8400000000116,"F1",0,"1","F"
"69234",98.8400000000116,"A2",0,"2","A"
"69235",98.8400000000116,"M2",0,"2","M"
"69236",98.8400000000116,"F2",0,"2","F"
"69237",98.8400000000116,"C",999550765.695807,"C","C"
"69238",98.8500000000116,"A1",431220.503675905,"1","A"
"69239",98.8500000000116,"M1",23664.8014845314,"1","M"
"69240",98.8500000000116,"F1",0,"1","F"
"69241",98.8500000000116,"A2",0,"2","A"
"69242",98.8500000000116,"M2",0,"2","M"
"69243",98.8500000000116,"F2",0,"2","F"
"69244",98.8500000000116,"C",999549440.061291,"C","C"
"69245",98.8600000000116,"A1",432458.656031872,"1","A"
"69246",98.8600000000116,"M1",23756.1800131344,"1","M"
"69247",98.8600000000116,"F1",0,"1","F"
"69248",98.8600000000116,"A2",0,"2","A"
"69249",98.8600000000116,"M2",0,"2","M"
"69250",98.8600000000116,"F2",0,"2","F"
"69251",98.8600000000116,"C",999548110.530406,"C","C"
"69252",98.8700000000116,"A1",433700.363446536,"1","A"
"69253",98.8700000000116,"M1",23847.9113867377,"1","M"
"69254",98.8700000000116,"F1",0,"1","F"
"69255",98.8700000000116,"A2",0,"2","A"
"69256",98.8700000000116,"M2",0,"2","M"
"69257",98.8700000000116,"F2",0,"2","F"
"69258",98.8700000000116,"C",999546777.091618,"C","C"
"69259",98.8800000000116,"A1",434945.636127303,"1","A"
"69260",98.8800000000116,"M1",23939.9969677933,"1","M"
"69261",98.8800000000116,"F1",0,"1","F"
"69262",98.8800000000116,"A2",0,"2","A"
"69263",98.8800000000116,"M2",0,"2","M"
"69264",98.8800000000116,"F2",0,"2","F"
"69265",98.8800000000116,"C",999545439.733356,"C","C"
"69266",98.8900000000116,"A1",436194.484310887,"1","A"
"69267",98.8900000000116,"M1",24032.4381240136,"1","M"
"69268",98.8900000000116,"F1",0,"1","F"
"69269",98.8900000000116,"A2",0,"2","A"
"69270",98.8900000000116,"M2",0,"2","M"
"69271",98.8900000000116,"F2",0,"2","F"
"69272",98.8900000000116,"C",999544098.444016,"C","C"
"69273",98.9000000000116,"A1",437446.918263394,"1","A"
"69274",98.9000000000116,"M1",24125.2362283925,"1","M"
"69275",98.9000000000116,"F1",0,"1","F"
"69276",98.9000000000116,"A2",0,"2","A"
"69277",98.9000000000116,"M2",0,"2","M"
"69278",98.9000000000116,"F2",0,"2","F"
"69279",98.9000000000116,"C",999542753.211959,"C","C"
"69280",98.9100000000116,"A1",438702.948280403,"1","A"
"69281",98.9100000000116,"M1",24218.3926592253,"1","M"
"69282",98.9100000000116,"F1",0,"1","F"
"69283",98.9100000000116,"A2",0,"2","A"
"69284",98.9100000000116,"M2",0,"2","M"
"69285",98.9100000000116,"F2",0,"2","F"
"69286",98.9100000000116,"C",999541404.025511,"C","C"
"69287",98.9200000000116,"A1",439962.584687058,"1","A"
"69288",98.9200000000116,"M1",24311.9088001292,"1","M"
"69289",98.9200000000116,"F1",0,"1","F"
"69290",98.9200000000116,"A2",0,"2","A"
"69291",98.9200000000116,"M2",0,"2","M"
"69292",98.9200000000116,"F2",0,"2","F"
"69293",98.9200000000116,"C",999540050.872964,"C","C"
"69294",98.9300000000116,"A1",441225.837838144,"1","A"
"69295",98.9300000000116,"M1",24405.7860400641,"1","M"
"69296",98.9300000000116,"F1",0,"1","F"
"69297",98.9300000000116,"A2",0,"2","A"
"69298",98.9300000000116,"M2",0,"2","M"
"69299",98.9300000000116,"F2",0,"2","F"
"69300",98.9300000000116,"C",999538693.742573,"C","C"
"69301",98.9400000000116,"A1",442492.718118179,"1","A"
"69302",98.9400000000116,"M1",24500.025773353,"1","M"
"69303",98.9400000000116,"F1",0,"1","F"
"69304",98.9400000000116,"A2",0,"2","A"
"69305",98.9400000000116,"M2",0,"2","M"
"69306",98.9400000000116,"F2",0,"2","F"
"69307",98.9400000000116,"C",999537332.622559,"C","C"
"69308",98.9500000000116,"A1",443763.235941496,"1","A"
"69309",98.9500000000116,"M1",24594.6293997029,"1","M"
"69310",98.9500000000116,"F1",0,"1","F"
"69311",98.9500000000116,"A2",0,"2","A"
"69312",98.9500000000116,"M2",0,"2","M"
"69313",98.9500000000116,"F2",0,"2","F"
"69314",98.9500000000116,"C",999535967.50111,"C","C"
"69315",98.9600000000116,"A1",445037.40175233,"1","A"
"69316",98.9600000000116,"M1",24689.5983242253,"1","M"
"69317",98.9600000000116,"F1",0,"1","F"
"69318",98.9600000000116,"A2",0,"2","A"
"69319",98.9600000000116,"M2",0,"2","M"
"69320",98.9600000000116,"F2",0,"2","F"
"69321",98.9600000000116,"C",999534598.366374,"C","C"
"69322",98.9700000000116,"A1",446315.226024902,"1","A"
"69323",98.9700000000116,"M1",24784.9339574572,"1","M"
"69324",98.9700000000116,"F1",0,"1","F"
"69325",98.9700000000116,"A2",0,"2","A"
"69326",98.9700000000116,"M2",0,"2","M"
"69327",98.9700000000116,"F2",0,"2","F"
"69328",98.9700000000116,"C",999533225.206469,"C","C"
"69329",98.9800000000116,"A1",447596.719263507,"1","A"
"69330",98.9800000000116,"M1",24880.6377153824,"1","M"
"69331",98.9800000000116,"F1",0,"1","F"
"69332",98.9800000000116,"A2",0,"2","A"
"69333",98.9800000000116,"M2",0,"2","M"
"69334",98.9800000000116,"F2",0,"2","F"
"69335",98.9800000000116,"C",999531848.009472,"C","C"
"69336",98.9900000000116,"A1",448881.8920026,"1","A"
"69337",98.9900000000116,"M1",24976.711019452,"1","M"
"69338",98.9900000000116,"F1",0,"1","F"
"69339",98.9900000000116,"A2",0,"2","A"
"69340",98.9900000000116,"M2",0,"2","M"
"69341",98.9900000000116,"F2",0,"2","F"
"69342",98.9900000000116,"C",999530466.763429,"C","C"
"69343",99.0000000000117,"A1",450170.754806883,"1","A"
"69344",99.0000000000117,"M1",25073.1552966056,"1","M"
"69345",99.0000000000117,"F1",0,"1","F"
"69346",99.0000000000117,"A2",0,"2","A"
"69347",99.0000000000117,"M2",0,"2","M"
"69348",99.0000000000117,"F2",0,"2","F"
"69349",99.0000000000117,"C",999529081.456347,"C","C"
"69350",99.0100000000117,"A1",451463.318271389,"1","A"
"69351",99.0100000000117,"M1",25169.971979293,"1","M"
"69352",99.0100000000117,"F1",0,"1","F"
"69353",99.0100000000117,"A2",0,"2","A"
"69354",99.0100000000117,"M2",0,"2","M"
"69355",99.0100000000117,"F2",0,"2","F"
"69356",99.0100000000117,"C",999527692.0762,"C","C"
"69357",99.0200000000117,"A1",452759.593021573,"1","A"
"69358",99.0200000000117,"M1",25267.1625054948,"1","M"
"69359",99.0200000000117,"F1",0,"1","F"
"69360",99.0200000000117,"A2",0,"2","A"
"69361",99.0200000000117,"M2",0,"2","M"
"69362",99.0200000000117,"F2",0,"2","F"
"69363",99.0200000000117,"C",999526298.610924,"C","C"
"69364",99.0300000000117,"A1",454059.589713396,"1","A"
"69365",99.0300000000117,"M1",25364.7283187441,"1","M"
"69366",99.0300000000117,"F1",0,"1","F"
"69367",99.0300000000117,"A2",0,"2","A"
"69368",99.0300000000117,"M2",0,"2","M"
"69369",99.0300000000117,"F2",0,"2","F"
"69370",99.0300000000117,"C",999524901.048419,"C","C"
"69371",99.0400000000117,"A1",455363.319033417,"1","A"
"69372",99.0400000000117,"M1",25462.6708681479,"1","M"
"69373",99.0400000000117,"F1",0,"1","F"
"69374",99.0400000000117,"A2",0,"2","A"
"69375",99.0400000000117,"M2",0,"2","M"
"69376",99.0400000000117,"F2",0,"2","F"
"69377",99.0400000000117,"C",999523499.376549,"C","C"
"69378",99.0500000000117,"A1",456670.791698874,"1","A"
"69379",99.0500000000117,"M1",25560.9916084088,"1","M"
"69380",99.0500000000117,"F1",0,"1","F"
"69381",99.0500000000117,"A2",0,"2","A"
"69382",99.0500000000117,"M2",0,"2","M"
"69383",99.0500000000117,"F2",0,"2","F"
"69384",99.0500000000117,"C",999522093.583143,"C","C"
"69385",99.0600000000117,"A1",457982.018457778,"1","A"
"69386",99.0600000000117,"M1",25659.6919998462,"1","M"
"69387",99.0600000000117,"F1",0,"1","F"
"69388",99.0600000000117,"A2",0,"2","A"
"69389",99.0600000000117,"M2",0,"2","M"
"69390",99.0600000000117,"F2",0,"2","F"
"69391",99.0600000000117,"C",999520683.655993,"C","C"
"69392",99.0700000000117,"A1",459297.010089001,"1","A"
"69393",99.0700000000117,"M1",25758.7735084183,"1","M"
"69394",99.0700000000117,"F1",0,"1","F"
"69395",99.0700000000117,"A2",0,"2","A"
"69396",99.0700000000117,"M2",0,"2","M"
"69397",99.0700000000117,"F2",0,"2","F"
"69398",99.0700000000117,"C",999519269.582853,"C","C"
"69399",99.0800000000117,"A1",460615.777402361,"1","A"
"69400",99.0800000000117,"M1",25858.2376057437,"1","M"
"69401",99.0800000000117,"F1",0,"1","F"
"69402",99.0800000000117,"A2",0,"2","A"
"69403",99.0800000000117,"M2",0,"2","M"
"69404",99.0800000000117,"F2",0,"2","F"
"69405",99.0800000000117,"C",999517851.351443,"C","C"
"69406",99.0900000000117,"A1",461938.331238713,"1","A"
"69407",99.0900000000117,"M1",25958.0857691235,"1","M"
"69408",99.0900000000117,"F1",0,"1","F"
"69409",99.0900000000117,"A2",0,"2","A"
"69410",99.0900000000117,"M2",0,"2","M"
"69411",99.0900000000117,"F2",0,"2","F"
"69412",99.0900000000117,"C",999516428.949443,"C","C"
"69413",99.1000000000117,"A1",463264.682470038,"1","A"
"69414",99.1000000000117,"M1",26058.319481563,"1","M"
"69415",99.1000000000117,"F1",0,"1","F"
"69416",99.1000000000117,"A2",0,"2","A"
"69417",99.1000000000117,"M2",0,"2","M"
"69418",99.1000000000117,"F2",0,"2","F"
"69419",99.1000000000117,"C",999515002.364499,"C","C"
"69420",99.1100000000117,"A1",464594.841999534,"1","A"
"69421",99.1100000000117,"M1",26158.9402317937,"1","M"
"69422",99.1100000000117,"F1",0,"1","F"
"69423",99.1100000000117,"A2",0,"2","A"
"69424",99.1100000000117,"M2",0,"2","M"
"69425",99.1100000000117,"F2",0,"2","F"
"69426",99.1100000000117,"C",999513571.584219,"C","C"
"69427",99.1200000000117,"A1",465928.820761701,"1","A"
"69428",99.1200000000117,"M1",26259.9495142957,"1","M"
"69429",99.1200000000117,"F1",0,"1","F"
"69430",99.1200000000117,"A2",0,"2","A"
"69431",99.1200000000117,"M2",0,"2","M"
"69432",99.1200000000117,"F2",0,"2","F"
"69433",99.1200000000117,"C",999512136.596175,"C","C"
"69434",99.1300000000117,"A1",467266.629722436,"1","A"
"69435",99.1300000000117,"M1",26361.3488293196,"1","M"
"69436",99.1300000000117,"F1",0,"1","F"
"69437",99.1300000000117,"A2",0,"2","A"
"69438",99.1300000000117,"M2",0,"2","M"
"69439",99.1300000000117,"F2",0,"2","F"
"69440",99.1300000000117,"C",999510697.387899,"C","C"
"69441",99.1400000000117,"A1",468608.279879122,"1","A"
"69442",99.1400000000117,"M1",26463.1396829089,"1","M"
"69443",99.1400000000117,"F1",0,"1","F"
"69444",99.1400000000117,"A2",0,"2","A"
"69445",99.1400000000117,"M2",0,"2","M"
"69446",99.1400000000117,"F2",0,"2","F"
"69447",99.1400000000117,"C",999509253.946889,"C","C"
"69448",99.1500000000117,"A1",469953.782260713,"1","A"
"69449",99.1500000000117,"M1",26565.3235869224,"1","M"
"69450",99.1500000000117,"F1",0,"1","F"
"69451",99.1500000000117,"A2",0,"2","A"
"69452",99.1500000000117,"M2",0,"2","M"
"69453",99.1500000000117,"F2",0,"2","F"
"69454",99.1500000000117,"C",999507806.260603,"C","C"
"69455",99.1600000000117,"A1",471303.147927834,"1","A"
"69456",99.1600000000117,"M1",26667.9020590567,"1","M"
"69457",99.1600000000117,"F1",0,"1","F"
"69458",99.1600000000117,"A2",0,"2","A"
"69459",99.1600000000117,"M2",0,"2","M"
"69460",99.1600000000117,"F2",0,"2","F"
"69461",99.1600000000117,"C",999506354.316464,"C","C"
"69462",99.1700000000117,"A1",472656.387972865,"1","A"
"69463",99.1700000000117,"M1",26770.8766228683,"1","M"
"69464",99.1700000000117,"F1",0,"1","F"
"69465",99.1700000000117,"A2",0,"2","A"
"69466",99.1700000000117,"M2",0,"2","M"
"69467",99.1700000000117,"F2",0,"2","F"
"69468",99.1700000000117,"C",999504898.101855,"C","C"
"69469",99.1800000000117,"A1",474013.513520032,"1","A"
"69470",99.1800000000117,"M1",26874.248807797,"1","M"
"69471",99.1800000000117,"F1",0,"1","F"
"69472",99.1800000000117,"A2",0,"2","A"
"69473",99.1800000000117,"M2",0,"2","M"
"69474",99.1800000000117,"F2",0,"2","F"
"69475",99.1800000000117,"C",999503437.604123,"C","C"
"69476",99.1900000000118,"A1",475374.535725503,"1","A"
"69477",99.1900000000118,"M1",26978.0201491881,"1","M"
"69478",99.1900000000118,"F1",0,"1","F"
"69479",99.1900000000118,"A2",0,"2","A"
"69480",99.1900000000118,"M2",0,"2","M"
"69481",99.1900000000118,"F2",0,"2","F"
"69482",99.1900000000118,"C",999501972.810576,"C","C"
"69483",99.2000000000118,"A1",476739.465777477,"1","A"
"69484",99.2000000000118,"M1",27082.1921883151,"1","M"
"69485",99.2000000000118,"F1",0,"1","F"
"69486",99.2000000000118,"A2",0,"2","A"
"69487",99.2000000000118,"M2",0,"2","M"
"69488",99.2000000000118,"F2",0,"2","F"
"69489",99.2000000000118,"C",999500503.708485,"C","C"
"69490",99.2100000000118,"A1",478108.314896276,"1","A"
"69491",99.2100000000118,"M1",27186.7664724029,"1","M"
"69492",99.2100000000118,"F1",0,"1","F"
"69493",99.2100000000118,"A2",0,"2","A"
"69494",99.2100000000118,"M2",0,"2","M"
"69495",99.2100000000118,"F2",0,"2","F"
"69496",99.2100000000118,"C",999499030.285082,"C","C"
"69497",99.2200000000118,"A1",479481.094334438,"1","A"
"69498",99.2200000000118,"M1",27291.7445546508,"1","M"
"69499",99.2200000000118,"F1",0,"1","F"
"69500",99.2200000000118,"A2",0,"2","A"
"69501",99.2200000000118,"M2",0,"2","M"
"69502",99.2200000000118,"F2",0,"2","F"
"69503",99.2200000000118,"C",999497552.527562,"C","C"
"69504",99.2300000000118,"A1",480857.815376806,"1","A"
"69505",99.2300000000118,"M1",27397.1279942553,"1","M"
"69506",99.2300000000118,"F1",0,"1","F"
"69507",99.2300000000118,"A2",0,"2","A"
"69508",99.2300000000118,"M2",0,"2","M"
"69509",99.2300000000118,"F2",0,"2","F"
"69510",99.2300000000118,"C",999496070.42308,"C","C"
"69511",99.2400000000118,"A1",482238.489340629,"1","A"
"69512",99.2400000000118,"M1",27502.9183564334,"1","M"
"69513",99.2400000000118,"F1",0,"1","F"
"69514",99.2400000000118,"A2",0,"2","A"
"69515",99.2400000000118,"M2",0,"2","M"
"69516",99.2400000000118,"F2",0,"2","F"
"69517",99.2400000000118,"C",999494583.958754,"C","C"
"69518",99.2500000000118,"A1",483623.127575644,"1","A"
"69519",99.2500000000118,"M1",27609.1172124459,"1","M"
"69520",99.2500000000118,"F1",0,"1","F"
"69521",99.2500000000118,"A2",0,"2","A"
"69522",99.2500000000118,"M2",0,"2","M"
"69523",99.2500000000118,"F2",0,"2","F"
"69524",99.2500000000118,"C",999493093.121663,"C","C"
"69525",99.2600000000118,"A1",485011.741464178,"1","A"
"69526",99.2600000000118,"M1",27715.7261396206,"1","M"
"69527",99.2600000000118,"F1",0,"1","F"
"69528",99.2600000000118,"A2",0,"2","A"
"69529",99.2600000000118,"M2",0,"2","M"
"69530",99.2600000000118,"F2",0,"2","F"
"69531",99.2600000000118,"C",999491597.898847,"C","C"
"69532",99.2700000000118,"A1",486404.34242124,"1","A"
"69533",99.2700000000118,"M1",27822.7467213759,"1","M"
"69534",99.2700000000118,"F1",0,"1","F"
"69535",99.2700000000118,"A2",0,"2","A"
"69536",99.2700000000118,"M2",0,"2","M"
"69537",99.2700000000118,"F2",0,"2","F"
"69538",99.2700000000118,"C",999490098.277308,"C","C"
"69539",99.2800000000118,"A1",487800.94189461,"1","A"
"69540",99.2800000000118,"M1",27930.1805472442,"1","M"
"69541",99.2800000000118,"F1",0,"1","F"
"69542",99.2800000000118,"A2",0,"2","A"
"69543",99.2800000000118,"M2",0,"2","M"
"69544",99.2800000000118,"F2",0,"2","F"
"69545",99.2800000000118,"C",999488594.244009,"C","C"
"69546",99.2900000000118,"A1",489201.551364939,"1","A"
"69547",99.2900000000118,"M1",28038.0292128955,"1","M"
"69548",99.2900000000118,"F1",0,"1","F"
"69549",99.2900000000118,"A2",0,"2","A"
"69550",99.2900000000118,"M2",0,"2","M"
"69551",99.2900000000118,"F2",0,"2","F"
"69552",99.2900000000118,"C",999487085.785873,"C","C"
"69553",99.3000000000118,"A1",490606.182345839,"1","A"
"69554",99.3000000000118,"M1",28146.294320161,"1","M"
"69555",99.3000000000118,"F1",0,"1","F"
"69556",99.3000000000118,"A2",0,"2","A"
"69557",99.3000000000118,"M2",0,"2","M"
"69558",99.3000000000118,"F2",0,"2","F"
"69559",99.3000000000118,"C",999485572.889785,"C","C"
"69560",99.3100000000118,"A1",492014.846383981,"1","A"
"69561",99.3100000000118,"M1",28254.9774770573,"1","M"
"69562",99.3100000000118,"F1",0,"1","F"
"69563",99.3100000000118,"A2",0,"2","A"
"69564",99.3100000000118,"M2",0,"2","M"
"69565",99.3100000000118,"F2",0,"2","F"
"69566",99.3100000000118,"C",999484055.54259,"C","C"
"69567",99.3200000000118,"A1",493427.555059188,"1","A"
"69568",99.3200000000118,"M1",28364.0802978098,"1","M"
"69569",99.3200000000118,"F1",0,"1","F"
"69570",99.3200000000118,"A2",0,"2","A"
"69571",99.3200000000118,"M2",0,"2","M"
"69572",99.3200000000118,"F2",0,"2","F"
"69573",99.3200000000118,"C",999482533.731094,"C","C"
"69574",99.3300000000118,"A1",494844.31998453,"1","A"
"69575",99.3300000000118,"M1",28473.6044028768,"1","M"
"69576",99.3300000000118,"F1",0,"1","F"
"69577",99.3300000000118,"A2",0,"2","A"
"69578",99.3300000000118,"M2",0,"2","M"
"69579",99.3300000000118,"F2",0,"2","F"
"69580",99.3300000000118,"C",999481007.442064,"C","C"
"69581",99.3400000000118,"A1",496265.152806421,"1","A"
"69582",99.3400000000118,"M1",28583.5514189739,"1","M"
"69583",99.3400000000118,"F1",0,"1","F"
"69584",99.3400000000118,"A2",0,"2","A"
"69585",99.3400000000118,"M2",0,"2","M"
"69586",99.3400000000118,"F2",0,"2","F"
"69587",99.3400000000118,"C",999479476.662226,"C","C"
"69588",99.3500000000118,"A1",497690.065204712,"1","A"
"69589",99.3500000000118,"M1",28693.9229790978,"1","M"
"69590",99.3500000000118,"F1",0,"1","F"
"69591",99.3500000000118,"A2",0,"2","A"
"69592",99.3500000000118,"M2",0,"2","M"
"69593",99.3500000000118,"F2",0,"2","F"
"69594",99.3500000000118,"C",999477941.378267,"C","C"
"69595",99.3600000000118,"A1",499119.068892791,"1","A"
"69596",99.3600000000118,"M1",28804.7207225504,"1","M"
"69597",99.3600000000118,"F1",0,"1","F"
"69598",99.3600000000118,"A2",0,"2","A"
"69599",99.3600000000118,"M2",0,"2","M"
"69600",99.3600000000118,"F2",0,"2","F"
"69601",99.3600000000118,"C",999476401.576836,"C","C"
"69602",99.3700000000118,"A1",500552.175617676,"1","A"
"69603",99.3700000000118,"M1",28915.9462949638,"1","M"
"69604",99.3700000000118,"F1",0,"1","F"
"69605",99.3700000000118,"A2",0,"2","A"
"69606",99.3700000000118,"M2",0,"2","M"
"69607",99.3700000000118,"F2",0,"2","F"
"69608",99.3700000000118,"C",999474857.244538,"C","C"
"69609",99.3800000000118,"A1",501989.397160113,"1","A"
"69610",99.3800000000118,"M1",29027.601348324,"1","M"
"69611",99.3800000000118,"F1",0,"1","F"
"69612",99.3800000000118,"A2",0,"2","A"
"69613",99.3800000000118,"M2",0,"2","M"
"69614",99.3800000000118,"F2",0,"2","F"
"69615",99.3800000000118,"C",999473308.367942,"C","C"
"69616",99.3900000000119,"A1",503430.745334671,"1","A"
"69617",99.3900000000119,"M1",29139.6875409961,"1","M"
"69618",99.3900000000119,"F1",0,"1","F"
"69619",99.3900000000119,"A2",0,"2","A"
"69620",99.3900000000119,"M2",0,"2","M"
"69621",99.3900000000119,"F2",0,"2","F"
"69622",99.3900000000119,"C",999471754.933575,"C","C"
"69623",99.4000000000119,"A1",504876.231989842,"1","A"
"69624",99.4000000000119,"M1",29252.2065377483,"1","M"
"69625",99.4000000000119,"F1",0,"1","F"
"69626",99.4000000000119,"A2",0,"2","A"
"69627",99.4000000000119,"M2",0,"2","M"
"69628",99.4000000000119,"F2",0,"2","F"
"69629",99.4000000000119,"C",999470196.927923,"C","C"
"69630",99.4100000000119,"A1",506325.869008137,"1","A"
"69631",99.4100000000119,"M1",29365.160009777,"1","M"
"69632",99.4100000000119,"F1",0,"1","F"
"69633",99.4100000000119,"A2",0,"2","A"
"69634",99.4100000000119,"M2",0,"2","M"
"69635",99.4100000000119,"F2",0,"2","F"
"69636",99.4100000000119,"C",999468634.337433,"C","C"
"69637",99.4200000000119,"A1",507779.668306183,"1","A"
"69638",99.4200000000119,"M1",29478.5496347317,"1","M"
"69639",99.4200000000119,"F1",0,"1","F"
"69640",99.4200000000119,"A2",0,"2","A"
"69641",99.4200000000119,"M2",0,"2","M"
"69642",99.4200000000119,"F2",0,"2","F"
"69643",99.4200000000119,"C",999467067.14851,"C","C"
"69644",99.4300000000119,"A1",509237.641834821,"1","A"
"69645",99.4300000000119,"M1",29592.3770967397,"1","M"
"69646",99.4300000000119,"F1",0,"1","F"
"69647",99.4300000000119,"A2",0,"2","A"
"69648",99.4300000000119,"M2",0,"2","M"
"69649",99.4300000000119,"F2",0,"2","F"
"69650",99.4300000000119,"C",999465495.347519,"C","C"
"69651",99.4400000000119,"A1",510699.801579207,"1","A"
"69652",99.4400000000119,"M1",29706.6440864311,"1","M"
"69653",99.4400000000119,"F1",0,"1","F"
"69654",99.4400000000119,"A2",0,"2","A"
"69655",99.4400000000119,"M2",0,"2","M"
"69656",99.4400000000119,"F2",0,"2","F"
"69657",99.4400000000119,"C",999463918.920785,"C","C"
"69658",99.4500000000119,"A1",512166.159558906,"1","A"
"69659",99.4500000000119,"M1",29821.352300964,"1","M"
"69660",99.4500000000119,"F1",0,"1","F"
"69661",99.4500000000119,"A2",0,"2","A"
"69662",99.4500000000119,"M2",0,"2","M"
"69663",99.4500000000119,"F2",0,"2","F"
"69664",99.4500000000119,"C",999462337.854591,"C","C"
"69665",99.4600000000119,"A1",513636.727827993,"1","A"
"69666",99.4600000000119,"M1",29936.5034440497,"1","M"
"69667",99.4600000000119,"F1",0,"1","F"
"69668",99.4600000000119,"A2",0,"2","A"
"69669",99.4600000000119,"M2",0,"2","M"
"69670",99.4600000000119,"F2",0,"2","F"
"69671",99.4600000000119,"C",999460752.135179,"C","C"
"69672",99.4700000000119,"A1",515111.518475155,"1","A"
"69673",99.4700000000119,"M1",30052.0992259781,"1","M"
"69674",99.4700000000119,"F1",0,"1","F"
"69675",99.4700000000119,"A2",0,"2","A"
"69676",99.4700000000119,"M2",0,"2","M"
"69677",99.4700000000119,"F2",0,"2","F"
"69678",99.4700000000119,"C",999459161.74875,"C","C"
"69679",99.4800000000119,"A1",516590.543623784,"1","A"
"69680",99.4800000000119,"M1",30168.1413636429,"1","M"
"69681",99.4800000000119,"F1",0,"1","F"
"69682",99.4800000000119,"A2",0,"2","A"
"69683",99.4800000000119,"M2",0,"2","M"
"69684",99.4800000000119,"F2",0,"2","F"
"69685",99.4800000000119,"C",999457566.681463,"C","C"
"69686",99.4900000000119,"A1",518073.815432083,"1","A"
"69687",99.4900000000119,"M1",30284.6315805672,"1","M"
"69688",99.4900000000119,"F1",0,"1","F"
"69689",99.4900000000119,"A2",0,"2","A"
"69690",99.4900000000119,"M2",0,"2","M"
"69691",99.4900000000119,"F2",0,"2","F"
"69692",99.4900000000119,"C",999455966.919438,"C","C"
"69693",99.5000000000119,"A1",519561.346093161,"1","A"
"69694",99.5000000000119,"M1",30401.571606929,"1","M"
"69695",99.5000000000119,"F1",0,"1","F"
"69696",99.5000000000119,"A2",0,"2","A"
"69697",99.5000000000119,"M2",0,"2","M"
"69698",99.5000000000119,"F2",0,"2","F"
"69699",99.5000000000119,"C",999454362.448751,"C","C"
"69700",99.5100000000119,"A1",521053.147835138,"1","A"
"69701",99.5100000000119,"M1",30518.9631795873,"1","M"
"69702",99.5100000000119,"F1",0,"1","F"
"69703",99.5100000000119,"A2",0,"2","A"
"69704",99.5100000000119,"M2",0,"2","M"
"69705",99.5100000000119,"F2",0,"2","F"
"69706",99.5100000000119,"C",999452753.255436,"C","C"
"69707",99.5200000000119,"A1",522549.232921239,"1","A"
"69708",99.5200000000119,"M1",30636.8080421072,"1","M"
"69709",99.5200000000119,"F1",0,"1","F"
"69710",99.5200000000119,"A2",0,"2","A"
